gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MRPS2,2098.413867,-0.256284261,0.081925348,-3.128265753,0.001758411,0.030721666
TBX22,0.368829051,0.259026852,0.675287552,0.383580078,0.701289708,0.862444826
FMOD,3784.281741,-0.098175977,0.154181534,-0.63675574,0.52428396,0.760351389
MYOG,0.630126123,0.36002526,0.55996475,0.64294272,0.520261268,0.757740392
LAX1,271.2257991,0.607167025,0.192356378,3.156469421,0.001596916,0.028867942
PLG,2.027962341,0.808518797,0.399503326,2.023809926,0.042989713,0.206085287
KIAA1191,6141.19639,0.015889165,0.077927852,0.20389584,0.838434896,0.931764608
COPA,18364.04547,-0.141691002,0.081891633,-1.730225621,0.083589972,0.296803796
CD244,95.5686655,0.309954301,0.160872974,1.926702132,0.054016762,0.233364694
LY9,255.9717644,0.336733934,0.170214396,1.978292911,0.047895672,0.219115627
HS3ST2,384.9310711,0.628920373,0.214725672,2.92894821,0.003401111,0.046784511
RBBP6,2622.393941,0.026543361,0.066737634,0.397727023,0.690831416,0.857380679
ZC3H7A,2287.192026,0.050800874,0.066122109,0.768288784,0.442315637,0.700978472
PRM2,0.130600392,0.418858639,1.657068661,0.252770841,0.800445302,NA
SERAC1,566.2288964,0.266351233,0.093174243,2.858635886,0.004254668,0.053631756
ANXA11,14491.71425,-0.097380114,0.093154401,-1.045362458,0.295855481,0.576847031
LDB3,64.17268679,0.376901477,0.163334459,2.307544164,0.021024503,0.138243308
OPN4,2.013993031,-0.233131792,0.326235102,-0.71461284,0.474848309,0.727406832
FAM35A,1295.78307,-0.145453246,0.070377875,-2.066746789,0.03875802,0.194858402
FAM213A,4381.196045,0.112415338,0.104326772,1.077531063,0.281243081,0.562313643
ZNF205,644.5100706,0.003599764,0.082706167,0.043524739,0.965283244,0.986984498
NAA60,1391.490482,-0.011333347,0.079926915,-0.141796372,0.88724085,0.953493307
RPL5,49644.98093,0.035257923,0.114585124,0.307700701,0.758310086,0.891324654
ODF2L,1550.235579,0.104298082,0.102342605,1.019107165,0.308152093,0.588615999
PTGFR,108.3116922,0.554450826,0.229755505,2.413221072,0.015812226,0.117146626
SPATA1,21.4072121,0.34692141,0.125751098,2.758794285,0.005801504,0.064602832
TRMT13,601.9867647,0.087565718,0.085254334,1.027111633,0.304367902,0.585423911
LRRC39,38.03897881,0.177625941,0.142153805,1.249533497,0.21147001,0.487329498
RWDD3,228.1593474,0.15543572,0.085373992,1.82064487,0.068660857,0.266290795
ZNF644,2390.229308,0.066697892,0.076967949,0.866567095,0.386179249,0.655455162
CCDC18,194.1883536,0.086288747,0.112491532,0.767068825,0.443040596,0.701420056
RPAP2,1010.374917,0.096265918,0.073285686,1.31357054,0.188990768,0.459924308
PQLC1,2207.042748,0.114107429,0.078181701,1.459515824,0.144423189,0.394855447
BBS9,773.076673,0.069958513,0.091901019,0.761237617,0.446515154,0.704909992
PMS2,648.3555294,-0.15053309,0.082124252,-1.832991917,0.066803773,0.262531829
ZMIZ2,6410.247396,-0.211200803,0.102840858,-2.053666286,0.040008002,0.198576494
OCM,4.898287538,-0.069310263,0.194027178,-0.357219353,0.720927599,0.873308195
SEPT7,8513.734114,-0.035051537,0.06511553,-0.53829765,0.590371573,0.800705351
EEPD1,632.4590501,-0.009511305,0.136454862,-0.069702937,0.944430104,0.979184802
KIAA0087,2.247414909,1.246725425,0.302132384,4.126421038,3.68E-05,0.002498354
KLHL7,1941.651996,0.111953891,0.0951131,1.177060694,0.239171282,0.518849213
HERPUD2,2157.706874,-0.057284579,0.060557596,-0.945951996,0.344173071,0.620545669
CBX3,11300.63658,-0.125917492,0.090246945,-1.3952549,0.162938987,0.423362838
HNRNPA2B1,31880.83745,-0.103960961,0.063782325,-1.629933701,0.10311551,0.332288491
WIPF3,371.5700244,-0.334824809,0.241839749,-1.384490388,0.166208349,0.427895595
NXPH1,9.796070138,0.326876798,0.388444065,0.841502875,0.400066275,0.665682253
NPY,5.780104137,0.355182893,0.606119966,0.585994379,0.557879292,0.779390188
FAM126A,2313.965724,-0.21922083,0.145775577,-1.503824124,0.132626658,0.377595432
HOXA7,39.34551366,0.139976217,0.226709199,0.617426278,0.536953594,0.767677814
INHBA,2680.888594,-0.180957514,0.187466119,-0.965281169,0.334404001,0.612025622
FKBP9,7593.635131,-0.207108974,0.111098933,-1.864185084,0.062295717,0.251862814
NT5C3A,1607.975615,-0.19963002,0.093417959,-2.136955479,0.032601613,0.17586535
ARL4A,1420.829229,-0.118911721,0.127768109,-0.930683891,0.352017105,0.628134611
CCZ1,519.9259256,-0.023944017,0.101314395,-0.236333807,0.813173656,0.92074539
POLM,1094.840715,-0.12051272,0.093173506,-1.293422608,0.195864935,0.468411954
RAMP3,504.3344651,0.250567785,0.131101454,1.911251008,0.055972332,0.237924803
FTSJ2,1917.867362,-0.056538591,0.07042642,-0.802803701,0.422088203,0.68339633
TWIST1,225.9080316,-0.115305186,0.264333491,-0.436211036,0.662683622,0.842793841
SMU1,3789.529001,-0.012584147,0.0763043,-0.164920551,0.869006516,0.944782033
GLIPR2,1681.447607,0.219435331,0.12990162,1.68924245,0.091172977,0.310782116
SLC25A51,587.3047252,0.049840115,0.084930702,0.586832726,0.557316055,0.779239253
CLTA,7064.507612,-0.187076226,0.092659479,-2.018964787,0.04349088,0.207337596
RECK,541.6861282,0.000579529,0.12218059,0.004743215,0.996215476,0.998624439
SPINK4,19.88327692,0.500364462,0.441619383,1.133021967,0.257205029,0.53800721
TAF1L,5.411414706,-0.24743718,0.371248682,-0.66649982,0.505091679,0.748097377
ACO1,3676.052772,-0.07279324,0.114913613,-0.633460546,0.526432938,0.761409625
KIAA1045,51.73876061,-0.734521087,0.28252048,-2.599886167,0.009325469,0.085172606
DNAI1,73.04826486,1.333293128,0.302244965,4.411299715,1.03E-05,0.000994758
DCAF10,2129.993101,0.058889933,0.087992511,0.669260742,0.503329165,0.746466916
CNTFR,27.83713227,0.169648752,0.289302785,0.586405527,0.557603031,0.779242973
KIAA1549,1228.764903,-0.088260963,0.16593175,-0.531911243,0.59478747,0.80219783
TRIM24,2699.867468,0.145927041,0.097135595,1.502302424,0.133019023,0.378099887
C7orf49,1555.548854,-0.189580527,0.076898562,-2.465332546,0.013688614,0.107827685
CALD1,9483.2912,-0.096530327,0.122895233,-0.78546844,0.432178967,0.69228539
AKR1D1,4.715345252,0.279551299,0.285044633,0.980728161,0.326726813,0.605209411
NUDT10,45.53431382,-0.44238996,0.295297468,-1.498116333,0.134103028,0.379760788
SFTPA1,93055.176,1.143063947,0.348482555,3.280118128,0.001037636,0.021967112
NEUROG3,3.657215191,-0.466670552,0.400389606,-1.165541126,0.243800023,0.523844741
PLAU,10567.12212,-0.616451045,0.213568519,-2.886432168,0.003896367,0.050900974
SRGN,8076.800424,-0.111622572,0.171231562,-0.651880826,0.514478055,0.754376276
CHST3,1681.145071,-0.175119418,0.171323523,-1.022156298,0.306706931,0.587516743
BICC1,919.3936576,0.28609102,0.176981475,1.616502636,0.105985684,0.337201967
ARL4P,0.497428695,1.090034075,0.594726744,1.832831775,0.066827592,0.262531829
CISD1,1292.45086,-0.173066379,0.091520935,-1.891003175,0.05862392,0.24379852
EGR2,854.2143528,0.401357143,0.175585055,2.285827472,0.022264354,0.14239194
ECD,1650.057457,-0.138697323,0.056216718,-2.467189988,0.013617808,0.10767001
P4HA1,6869.413472,-0.239788211,0.115722981,-2.072088101,0.038257226,0.193240318
SLC25A16,1348.531037,0.05824814,0.107835072,0.540159511,0.589087033,0.800028809
ZWINT,1943.893071,-0.164869722,0.131122619,-1.257370563,0.208619483,0.484186204
VPS26A,4139.033949,-0.13960972,0.062441715,-2.235840559,0.025362217,0.153029057
RBM19,1837.527553,-0.169123233,0.116269415,-1.454580582,0.14578541,0.397240197
CIT,4996.196612,0.455283184,0.221123317,2.058956017,0.039498452,0.197137089
IFT81,830.5225077,-0.157082195,0.113324919,-1.386122275,0.16570957,0.42715412
ACADS,1335.512648,-0.084215775,0.119984866,-0.701886643,0.482749859,0.733189351
HVCN1,435.3036067,-0.008791625,0.119238306,-0.073731549,0.941223995,0.978228186
NME2P1,25.37031853,-0.370121928,0.152101273,-2.433391391,0.014958122,0.113634381
DDX54,3856.377355,-0.218649585,0.080981618,-2.699990317,0.006934149,0.070608627
MED13L,4785.98398,0.003418023,0.114422401,0.029871972,0.976169159,0.991272555
CDKN2C,840.1080398,0.085706314,0.13151379,0.651690701,0.514600723,0.754376276
RNF11,5242.807323,0.123301043,0.078430698,1.572101814,0.115926941,0.351831515
RASSF8,1320.862933,-0.184736341,0.15867932,-1.16421183,0.244338177,0.52443601
BHLHE41,1090.472654,0.145902087,0.176634687,0.826010392,0.408798197,0.672833914
SSPN,907.1818683,-0.12423626,0.152963403,-0.812195974,0.416679189,0.679137558
ITPR2,1912.034282,0.287977819,0.136289592,2.112984668,0.03460208,0.182569263
CCDC91,1510.695391,-0.141138667,0.090739283,-1.555430712,0.119843524,0.358940211
NECAB1,134.4675759,0.64298541,0.194546275,3.305051258,0.00094959,0.020817942
WWP1,3153.894886,-0.198613614,0.084576447,-2.348332436,0.018857682,0.129699895
ACOT9,2012.938967,-0.189352004,0.06946173,-2.725990342,0.006410887,0.067766048
PRDX4,7611.63608,-0.070892082,0.125883844,-0.563154726,0.573329529,0.78978405
DDX39A,3625.076267,-0.202655619,0.114667436,-1.76733365,0.077172368,0.284713589
PKN1,6455.616411,-0.197029478,0.080836694,-2.437376755,0.014794256,0.112906793
C19orf43,4218.560999,-0.013476469,0.087184506,-0.15457413,0.877157066,0.948840285
CD97,5088.629839,0.075398531,0.145535417,0.518076856,0.604404647,0.808240442
WDR83,322.0222597,0.063749893,0.076407374,0.834342156,0.404088203,0.668774959
GIPC1,6751.150557,-0.095618604,0.100146791,-0.954784493,0.339686691,0.617069347
ACTRT1,0.26261117,0.447895019,0.927171642,0.483076702,0.629041276,NA
CCDC70,0.426777739,-0.516011595,0.573993212,-0.898985534,0.368660366,0.641904818
SPRYD7,735.623084,-0.08438029,0.086794357,-0.972186351,0.330957849,0.608719489
EBPL,1638.909377,-0.02627301,0.116328369,-0.225852131,0.821316429,0.925177284
ATP7B,634.9951389,0.297004849,0.22436296,1.323769529,0.185579599,0.455666676
ZC3H13,3096.205186,-0.07275217,0.092516561,-0.786369159,0.431651246,0.692038211
GUCY1B2,134.8405436,-0.218764973,0.236497489,-0.925020277,0.35495536,0.6305291
NLN,2049.189408,-0.284696521,0.085421406,-3.332847519,0.00085962,0.019550469
CENPK,403.2157688,-0.14510621,0.14751816,-0.983649812,0.325287724,0.603770031
OPTN,4140.736665,-0.040607777,0.100917208,-0.402387047,0.687399201,0.855402843
ITIH5,647.5279689,0.325587511,0.206383023,1.57758863,0.114660146,0.349934832
ATF1,1522.454802,-0.203824735,0.085047672,-2.396593951,0.01654825,0.120591326
TSFM,1618.190219,-0.306950558,0.087828095,-3.494901677,0.000474236,0.013473633
NEUROD4,0.737306737,0.988251668,0.886496065,1.114784043,0.264942976,0.545782093
ARHGAP9,606.7924473,0.34610273,0.138191251,2.504519844,0.012261773,0.100486281
NCKAP1L,2216.274257,0.382575744,0.150093644,2.548913691,0.010805904,0.093191342
MMP19,735.4896131,0.163701341,0.146165929,1.119969212,0.262726882,0.543591322
PFDN5,15413.78079,-0.228945685,0.130700454,-1.751682395,0.079828436,0.289278868
SPATS2,1980.93216,-0.329850119,0.089428325,-3.688430009,0.000225642,0.008260142
ORMDL2,2331.296074,-0.309185738,0.095828355,-3.226453563,0.001253346,0.02482196
NR4A1,4056.100043,0.082646694,0.187784029,0.440115672,0.659853331,0.840580396
PDE1B,173.9357896,0.185982778,0.139780106,1.330538256,0.183340991,0.452159326
HOXC13,168.1076367,0.02369975,0.428218492,0.055344993,0.955863618,0.98396932
CDK2,2185.202546,-0.077268503,0.099936729,-0.773174222,0.43941928,0.69884102
LRP1,18372.19657,0.139326266,0.138864347,1.003326404,0.3157034,0.595234798
HOXC11,203.3477715,0.56645603,0.489865926,1.156349114,0.247538387,0.52737753
ATG101,1702.689541,-0.315414269,0.086578145,-3.643116485,0.000269357,0.009305055
NFE2,205.5106624,-0.24377759,0.236973543,-1.028712262,0.303614906,0.584540415
HOXC12,97.82876966,0.335106866,0.669468898,0.500556288,0.616683433,0.814838817
IKZF4,709.231414,0.138353707,0.111388005,1.242088018,0.214204089,0.490100675
SMUG1,1973.040557,-0.308659679,0.095603539,-3.228538222,0.001244246,0.024736197
TUBA1B,17132.3927,-0.226281477,0.1128605,-2.004966093,0.044966672,0.211376469
METTL21B,725.5092116,-0.240706779,0.082959931,-2.901482399,0.003714016,0.049268116
KBTBD4,500.1052797,0.101749865,0.073255081,1.388980301,0.16483874,0.425993004
TYRL,0.047469764,0.123267849,2.902577895,0.042468404,0.966125299,NA
SARDH,230.9454418,0.06782234,0.153385145,0.442170196,0.658366051,0.839703292
DBH,20.92690609,0.672248877,0.181498086,3.703889621,0.000212319,0.007927449
ATPAF1,2498.434807,0.031765844,0.063762214,0.498192302,0.618348507,0.815817488
STIL,806.8828142,-0.153117751,0.131117095,-1.167793953,0.242889888,0.522935736
HJURP,1034.192562,-0.320665639,0.173444812,-1.848805015,0.064485973,0.257098174
IL13RA2,81.28982849,-1.093126709,0.281495025,-3.883289622,0.000103053,0.004819695
COL10A1,3383.902545,-0.202987479,0.227655064,-0.891644911,0.37258329,0.644807114
AMD1,5069.572098,0.136935482,0.086484803,1.583347321,0.113342323,0.347631405
NDUFAF4,661.9292282,-0.003365221,0.104419644,-0.032227855,0.974290343,0.990881813
USP45,472.9973962,0.076208819,0.077792109,0.979647173,0.327260311,0.605580955
PLP1,9.446726237,-0.376756578,0.297578567,-1.266074309,0.205486479,0.480337484
SERPINA7,0.810571241,-0.61404956,0.94077045,-0.652709234,0.513943748,0.754070467
MORF4L2,12842.27752,-0.07842778,0.085171858,-0.920818004,0.357145453,0.632459521
H2BFWT,4.785456013,-0.284203777,0.625153916,-0.454614088,0.649386898,0.834377079
RAB9B,69.43838918,0.15801171,0.168453268,0.938015108,0.348236646,0.624485801
NRK,439.0547833,-0.538611437,0.305665246,-1.762095771,0.078053118,0.286571833
FAM199X,2748.097923,-0.085893506,0.066206726,-1.297353165,0.194509699,0.466825154
ESX1,0.763939776,-0.774410536,0.728136513,-1.063551302,0.287532013,0.567850029
MAGEA9B,3.502552403,1.444195706,0.923010169,1.564658499,0.117663004,0.354915363
ATXN3L,0.059210138,0.121002922,2.902577895,0.041688088,0.96674735,NA
RAB9A,1393.653667,-0.031566303,0.075500623,-0.418093274,0.675878923,0.850391127
METTL8,910.106712,-0.044196836,0.105058903,-0.420686255,0.6739842,0.849308497
TTC21B,927.0867222,0.079213544,0.077490907,1.022230182,0.306671969,0.587511471
NMI,1643.219949,-0.161513355,0.102167813,-1.580863384,0.113909278,0.348783823
TNFAIP6,367.3403036,-0.157055404,0.184220467,-0.852540475,0.393914185,0.661419012
ACVR1C,172.8084907,-0.535496058,0.239490351,-2.235981765,0.025352966,0.153029057
BAZ2B,1751.115666,0.028933593,0.087743554,0.329751784,0.741587522,0.88258883
SLC36A1,936.0198559,-0.019877199,0.114911323,-0.172978593,0.862668255,0.942050468
LPGAT1,5093.143917,-0.021971713,0.101334628,-0.216823348,0.828346016,0.927275766
BATF3,225.4425109,0.188281039,0.177571109,1.060313474,0.289002011,0.568979574
G0S2,1206.482572,-0.536697022,0.228625542,-2.347493713,0.018900192,0.129845388
KCNJ2,535.9288317,0.225796461,0.203472373,1.109715574,0.26712161,0.547321786
RAP2C,2304.200385,0.016154983,0.078345341,0.206202221,0.836632953,0.930385627
EXOSC9,1123.737645,-0.068085961,0.062584711,-1.087900857,0.276638878,0.557557252
PLA2G12A,1829.036848,-0.082390937,0.086310892,-0.95458331,0.33978846,0.617069347
B9D2,315.8693218,0.252961128,0.106710708,2.370531814,0.017762515,0.125833706
ADCK4,1887.316666,-0.055682916,0.094796321,-0.587395327,0.556938232,0.7789107
PFKFB2,1939.073861,0.080737296,0.112164489,0.719811559,0.471641027,0.725451543
C4BPA,9947.609171,0.583075196,0.343557197,1.697170664,0.0896644,0.307982887
C4BPB,364.3595408,-0.202118272,0.344543522,-0.586626244,0.557454753,0.779239253
ZNF137P,80.43792791,0.362633434,0.145022211,2.50053721,0.012400511,0.101020684
RAB38,985.2056938,-0.680266812,0.169898497,-4.003960166,6.23E-05,0.003495955
GPR83,18.36217415,0.490234505,0.261422544,1.875257193,0.060757349,0.248666003
AGO2,3220.951245,-0.033082902,0.111757992,-0.296022694,0.76721275,0.896933763
MXD4,3695.94017,0.006210374,0.086487737,0.071806413,0.942755969,0.978606909
PMS2P5,38.29355122,-0.109544297,0.15301713,-0.715895647,0.474055786,0.727074617
CKS2,2059.8589,-0.347052418,0.15967344,-2.173513757,0.029741672,0.16645845
DAW1,97.51435015,0.02361928,0.275186783,0.085829995,0.931601562,0.97377722
ACSL3,5476.047486,-0.180549887,0.089733579,-2.012066044,0.044212976,0.209412891
CHPF,7846.924958,-0.364353751,0.112247827,-3.245975995,0.001170487,0.023801209
DNPEP,3568.318559,-0.096554966,0.065611849,-1.471608669,0.141126583,0.390495886
INHA,272.156869,-1.18604945,0.383737715,-3.090781554,0.001996304,0.033283905
MOGAT1,2.266518508,-0.258498348,0.410538421,-0.629656897,0.528919089,0.763431525
OBSL1,3645.247237,-0.290405847,0.162963449,-1.782030564,0.074744248,0.279715855
FAM124B,67.45650188,0.232391272,0.137027812,1.695942369,0.089896795,0.308565588
SLC12A4,2175.880839,-0.056136197,0.092623453,-0.606068934,0.544468979,0.771648343
ENKD1,554.5351528,-0.093833426,0.121419808,-0.772801628,0.43963979,0.69907682
MC3R,0.360407333,-0.306882352,0.8533622,-0.35961559,0.719134623,0.872613262
GCNT7,8.842581375,0.319532685,0.175501881,1.820679548,0.068655583,0.266290795
CTCFL,75.62996183,2.227719996,0.56282382,3.958112497,7.55E-05,0.003902576
HMGB1P1,25.58712821,0.919337323,0.212848761,4.319204489,1.57E-05,0.001310206
FAM210B,4860.593051,0.143268951,0.110176614,1.300357187,0.193478576,0.465312139
PI3,779.3220035,-0.744119626,0.354581325,-2.098586624,0.035853357,0.186033182
FAM209A,4.632635778,0.408942252,0.177693833,2.301386853,0.021369774,0.139275054
SNX21,1345.685143,-0.336674396,0.151686779,-2.219536851,0.026450223,0.155479236
SLPI,12192.77789,0.151136812,0.233366774,0.647636379,0.517220162,0.75593716
WFDC3,479.7518516,-0.036632716,0.284719117,-0.12866265,0.89762459,0.958026479
TTPAL,1336.10059,-0.087041597,0.077859966,-1.117924939,0.263599053,0.544421085
PREX1,2416.376466,0.136987756,0.130653497,1.048481361,0.294416885,0.575333618
KCNS1,68.75846699,0.217562287,0.289832459,0.750648455,0.452864252,0.709277345
SLC12A5,85.23051438,-0.034512349,0.18993643,-0.181704735,0.85581445,0.939016807
ARHGAP40,318.4708479,0.304908112,0.269456079,1.131568876,0.257815731,0.538471972
SDC4,25706.69984,-0.000896155,0.140127766,-0.006395273,0.994897345,0.998330041
NCOA3,4305.558595,-0.134997951,0.097710784,-1.381607486,0.167092254,0.429201904
PIGT,10251.78163,-0.013900748,0.092081258,-0.15096175,0.880005889,0.950052326
SEMG2,0.459380758,-0.298928916,0.8627571,-0.346480969,0.728981284,0.877524253
MATN4,13.37588187,0.06988363,0.242898165,0.287707524,0.773570631,0.900100667
NCOA5,2248.841524,0.120218775,0.065192997,1.844044304,0.065176684,0.258946354
VAPB,3619.04886,0.128587802,0.075031047,1.713794598,0.086566456,0.301964459
PARD6B,892.3260382,0.251692275,0.131301748,1.916899655,0.055250681,0.236178209
ATP5E,11550.72242,0.008297385,0.095929419,0.086494685,0.931073181,0.973520988
CHD6,3271.55588,0.315103383,0.114836922,2.743920485,0.006071024,0.066026811
PLCG1,3450.614231,0.090962241,0.108499407,0.838366251,0.401825038,0.667015641
TOX2,344.8703458,-0.186541898,0.15609522,-1.195051955,0.232066732,0.50988739
SRSF6,7987.192017,0.110204957,0.064349701,1.712594698,0.086787129,0.302329496
GDAP1L1,4.679181314,0.979941561,0.277303167,3.53382752,0.000409588,0.012227316
GTSF1L,2.256953622,0.270673735,0.292729497,0.9246548,0.355145498,0.630632193
ARFGEF2,3591.958463,-0.078530306,0.084663442,-0.927558625,0.353636569,0.629484826
ZNFX1,4353.674408,-0.013032214,0.092010443,-0.14163842,0.887365618,0.953493307
ZNF831,105.3259158,0.542870761,0.195632755,2.774948206,0.00552105,0.062861393
EDN3,8.549110704,-0.132668944,0.44923953,-0.295318946,0.767750245,0.897159618
CSE1L,6078.226458,-0.150720074,0.101341385,-1.487250979,0.136948536,0.384809017
